starting time: 24.38
Read 347 files
reduced frequency method
number of words in files: 12848612
removing most frequent words
removing numbers
removing english words
removing words with a relative frequency below:  15
--- 8912.098001 seconds ---

word                    r_freq      f_freq
tolk                         17         51
tolka                       357        773
tolkar                      274        591
tolkast                     318        766
tolke                       290        713
tolker                       17         29
tolking                     449       1129
tolkinga                    212        523
tolkingane                   45        103
tolkingar                   178        423
tolkingsprosessen            19         48
tolkning                     33         75
tolmod                       23         50
tolv                         76        169
tomme                        48        136
tomrom                       19         43
tomt                         45         86
tona                         32         64
tonane                       25        154
tonar                        56        293
tonefall                     20         35
tonen                        71        268
tonn                         20        129
tony                         17         49
toppar                       15         24
tor                          48        175
torbjørn                    23         69
torde                        18         41
toril                        20         49
toronto                      16         42
torp                         19         48
torstein                     21         72
tortur                       25        107
tosidig                      19         36
toten                        22        664
totre                        21         46
tove                         37        147
tr                           25        131
tradisjon                   365        875
tradisjonane                 64        140
tradisjonar                 142        339
tradisjonell                201        495
tradisjonelle               499       1500
tradisjonelt                272        592
tradisjonen                 261        757
trafikk                      18         52
tragedie                     24         48
tragisk                      23         51
tragiske                     20         59
trang                        16         37
transformasjon               15         30
transkribere                 33         68
transkribering               45        116
transkriberinga              25         65
transkribert                 66        149
transkriberte                58        152
transkripsjon                34         93
transkripsjonane             20         50
transkripsjonar              15         28
transkripsjonen              31         95
trappa                       27         62
trass                       836       1868
tredel                       24         48
tredeling                    23         42
tredelt                      31         51
tredjedel                    34         81
tredjepart                   17         42
treffa                       16         56
treffande                    43         96
trefire                      18         30
treft                        24         59
trefte                       36         69
trekka                      117        320
trekkast                     32         54
trekket                      36        104
trekkja                      52        179
trekkjast                    33         65
trekkje                     200        558
trekkjer                    147        417
trekt                       282        643
trekte                       85        202
trendar                      28         60
trenden                      37         76
trengde                      29         79
trengs                       77        167
trengst                      74        160
tretten                      17         29
tretti                       32         49
trinn                       106        394
trinna                       21         52
trinnet                      35        116
trist                        30         65
trivast                      17         51
trives                       15         30
trivsel                      51        183
trivst                       16         53
troms                        16         76
tromsø                      57        162
tron                         17        155
trond                        48        143
trondheim                   145        448
trong                       167        437
tronge                       16         30
trongen                      46        151
tru                        1061       2370
trua                        188        496
truande                      44         99
trudd                        55        105
trudde                      166        384
truga                        56        129
trugande                     25         55
trugar                       24         54
truge                        15         31
trugsmål                    53        235
trugsmålet                  18         66
truleg                     1292       3623
trur                        731       1941
truslar                      28         74
trussel                      69        181
trusselen                    18         39
truverd                      26         73
truverde                     35         82
truverdet                    20         47
truverdig                    87        184
truverdige                   38         80
tryggare                     45         90
trygghet                     25         48
tryggleik                   206        648
tryggleiken                  49        141
trygve                       39        139
trykk                       170        350
trykka                       15         45
trykke                       34         77
trykket                      22         68
trykkjer                     15         34
trykt                        81        268
trykte                       55        158
trå                         25         50
trådane                     28         69
trådar                      20         53
trådde                      15         32
trøndelag                   27         85
trøyst                      17         71
ts                           25        505
tu                           16         64
tufta                        96        300
tufte                        17         73
tull                         28         47
tunga                        19         54
turane                       15         97
turar                        36        128
turid                        16         84
turisme                      26        122
turistar                     22        100
tusen                       175        397
tusenvis                     26         45
tvang                        85        247
tveit                        29        120
tverrfagleg                  38        125
tverrfaglege                 21         45
tverrfaglig                  18         32
tverrsnitt                   15         80
tvers                       228        536
tvert                       187        365
tvetydig                     20         35
tvilande                     21         33
tvilar                       16         36
tvile                        24         45
tvilsamt                     33         60
tvinga                       50        106
tvingar                      29         52
tvinge                       47         86
tvitydig                     21         50
tvitydige                    16         30
tvo                          22        400
tvungen                      48        178
tvungne                      37        299
ty                           75        212
tyda                         85        223
tydar                        55        160
tydde                        37        122
tyde                        223        518
tydeleg                    1233       2662
tydelegare                  138        278
tydelegast                   35         82
tydelegaste                  28         48
tydelege                    245        540
tydeleggjer                  39         94
tydeleggjere                 36         78
tydeleggjort                 24         47
tydelegvis                   53        130
tyder                       844       1856
tyding                      282        866
tydinga                     188        479
tydingane                    25         62
tydingar                     59        142
tydleg                       32        132
tydlegare                    27         44
tydlege                      16         31
tykkjer                     117        443
tykkjest                     17         81
tykte                        58        170
tyngd                        21         45
tyngda                       17         43
tyngde                       45         94
tynn                         33         53
tynne                        33        175
tynt                         33         58
typane                       80        238
typar                       508       1127
typisk                      297        691
typiske                     189        396
tyr                          17         31
tyrkia                       17         58
tysdag                       22         59
tysk                        140        717
tyskarane                    25        246
tyskarar                     17        242
tyske                       218       1435
tyskland                    155        689
tåle                        29         57
tåler                       22         42
tøff                        19         45
tøffe                       21         37
tøft                        20         34
tønsberg                    15         28
tør                         48         97
tørr                        28         82
tørre                       31         59
tørt                        18         33
uaktuelt                     25         45
uavgrensa                    20         40
uavhengig                   574       1161
uavhengige                  135        412
uavklart                     15         35
ubalanse                     22         42
ubehag                       29         60
ubehageleg                   28         53
ubehagelege                  15         38
ubestemt                     30        121
ubevisst                     50        127
ubevisste                    16         42
ubunden                      18         65
ud                           92        834
udatert                      16         54
udelt                        19         41
uden                         48        199
udi                          35        382
ueinig                       41        197
ueinige                      44        104
uekte                        18         88
uendeleg                     48        106
uendelege                    26         59
uendra                       49        395
ufarleg                      16         24
uformell                     58        155
uformelle                    96        322
uformelt                     33         69
uforstyrra                   17         28
uforståeleg                 24         44
ufrivillig                   17         38
ufullstendig                 31         58
ufullstendige                19         40
ugift                        54       1584
ugifte                       20         72
ugyldig                      19         68
uheldig                      86        184
uheldige                     54        104
uinteressant                 19         30
uio                          76        185
ujamn                        23         58
ujamne                       25        149
uk                           30         83
ukjend                       57        106
ukjende                      66        130
ukjent                      159        598
ukjente                      45         92
uklar                        49         93
uklare                       81        183
uklart                      117        221
uklår                       16         31
uklåre                      23         58
uklårt                      35         87
ukritisk                     33         60
ulempa                       21         41
ulempe                       49        108
ulempene                     38         92
ulemper                      62        146
ulikskap                     68        204
ulikskapane                  42         89
ulikskapar                   84        223
ulikskapen                   40         97
ulovleg                      55        160
ulovlege                     32         62
ulykke                       17         41
uløyseleg                   39         87
um                          105       1383
umedvite                     39         87
umedvitne                    23         90
umiddelbar                   42         92
umiddelbare                  57        135
umiddelbart                 133        312
umogeleg                     41        121
umogleg                     185        424
umoglege                     26        104
umuleg                       24         52
umulig                       39         71
unaturleg                    48         97
und                         135        909
underbygd                    22         40
underbygge                   21         45
underbygger                  25         54
underbyggje                  28         69
underbyggjer                 37         85
underforstått               40         95
undergang                    15         29
undergrave                   23         47
undergrev                    15         31
undergrupper                 27         68
underhaldning                26         69
underkant                    33         68
underkapittel                17         38
underkategoriar              20         47
underlaget                   15         54
underlagt                   120        294
underleg                     34         95
underliggande                83        225
underliggjande               63        177
underordna                   95        226
underordning                 16         31
underskrift                  23         43
underspørsmål              15         30
understreka                 269        677
understrekar                324        925
understrekast                23         47
understreke                 143        342
understreker                 30         65
understreking                21         39
undersøka                   26        101
undersøkast                 22         39
undersøke                  217        645
undersøker                  65        166
undersøking                457       1504
undersøkinga               733       3218
undersøkingane             102        287
undersøkingar              317        839
undersøkja                  49        223
undersøkjast                16         36
undersøkje                 121        381
undersøkjer                 67        159
undersøkt                  207        508
undersøkte                  96        218
underteikna                  40        104
undertittelen                19         38
undertrykkande               22         46
undertrykking                45        160
undertrykkinga               16         29
undertrykt                   33         66
undertrykte                  30         83
undervegs                   348        895
underveis                    20         31
undervise                    43        178
underviser                   38        157
undervising                  21        101
undervisinga                 23        198
undervisning                201        907
undervisninga               134        879
undervist                    28         68
underviste                   23         61
undervurdert                 16         23
undrande                     19         37
undrar                       20         39
undring                      24         48
ungane                       62        260
ungar                        40        108
ungarn                       15         39
ungdomane                    23        111
ungdomar                     21         98
ungdomen                     21         91
ungdommane                   73       1498
ungdommar                    49        164
ungdoms                      50        476
ungdomsskule                 33        135
ungdomsskulen                51        244
ungdomstida                  17         43
ungdomstrinnet               26         59
unik                         76        159
unike                        98        201
unikt                        55        110
unionen                      34        295
unipub                       56        141
univers                      45        120
universell                   54        217
universelle                  53        141
universelt                   32        106
universet                    37        114
universitets                 17         67
universitetsforlag           21         42
universitetsforlaget        263       1029
unn                          16        183
unnatak                      44        116
unnataket                    20         40
unngjekk                     25         41
unni                         24         50
unntak                      326        866
unntaka                      26         66
unntaket                     55        118
unntaksvis                   23         36
unntatt                      30         62
unnvikande                   18         66
uns                          16         83
unødig                      24         41
unødvendig                  46         99
uorganiserte                 16         59
uoversiktleg                 28         54
upartisk                     19         40
upassande                    18         39
upp                          34        403
uppsala                      27         79
uproblematisk                79        153
upublisert                   36        136
upåverka                    19         32
ur                           24        137
urbant                       16         70
urealistisk                  28         52
urett                        23         51
urettferdig                  29         65
urimeleg                     76        229
urimelege                    20         40
url                          52        660
uro                         134        396
uroa                         58        161
uroleg                       26         60
urolege                      16         31
uråd                        52        124
urørt                       25         79
usa                         343       1510
usamd                        23         49
usamde                       29         70
usannsynleg                  37         76
usemja                       38         85
usemje                      138        300
usikker                     143        316
usikkerheit                  67        171
usikkerheita                 17         38
usikkert                    107        255
usikre                      147        332
uskrivne                     17         38
uskuldig                     15         39
uskuldige                    29         61
ustabil                      24         44
ustabile                     26         56
ustabilt                     16         32
usynleg                      32         96
usynlege                     39        104
utad                         20         54
utafor                       17         47
utallige                     17         35
utan                       3665       6953
utanfor                     993       2049
utanforståande              58        127
utanfrå                    123        243
utanlands                    20         39
utanlandsk                   35        111
utanlandske                  90        387
utanom                      267        562
utanriksdepartementet         20         97
utanriksminister             17         77
utanrikspolitikk             27        167
utanrikspolitikken           17         80
utanrikspolitiske            23        111
utarbeida                    94        214
utarbeidast                  17         33
utarbeidd                   108        259
utarbeidde                   48        112
utarbeide                    72        162
utarbeider                   18         29
utarbeiding                  65        160
utarbeidinga                 40         88
utbetalt                     20         75
utbredt                      35         70
utbreidd                    112        236
utbreidde                    31         65
utbreiing                    40         94
utbreiinga                   29         66
utbrot                       15         41
utbygd                       21         44
utbygging                    59        361
utbygginga                   36        213
utbyte                       19         42
utbytte                      66        201
utbyttet                     23         47
utdanna                     107        318
utdanne                      20         52
utdannings                   42        181
utdanningsbakgrunn           15         54
utdanningsdirektoratet         56        287
utdanningsinstitusjonar         15         37
utdanningsnivå              30         98
utdanningsnivået            17         30
utdanningssystemet           26         90
utdanningsvitenskapelige         24         37
utdelt                       40         91
utdjupa                      76        181
utdjupande                   25         48
utdjupar                     48        102
utdjupe                      62        141
utdjuping                    32         57
utdrag                       87        191
utdraget                     35         84
utelate                      58        120
utelatne                     17         42
utelatt                      19         40
utelet                       23         46
utelukka                     55        108
utelukkande                 180        432
utelukkar                    54        105
utelukkast                   16         36
utelukke                     40         86
utenkeleg                    19         45
utenkjeleg                   34         59
utetter                      15         40
utfalde                      16         33
utfalding                    18         35
utfall                       82        194
utfallet                    115        269
utfordra                    116        309
utfordrande                 190        498
utfordrar                    84        241
utfordre                     63        127
utfordringane               195        559
utfordringar                446       1302
utforma                     195        469
utformar                     15         30
utformast                    20         38
utforme                      57        126
utforming                   140        492
utforminga                  169        467
utforska                     57        136
utforskande                  29        155
utforskar                    31         84
utforske                     92        234
utforsking                   48        133
utforskinga                  17         40
utfrå                       17         74
utfyllande                  118        230
utfylle                      38         69
utfyller                     44         85
utfylling                    35        135
utfylt                       21         30
utføra                      45        141
utførast                    52         95
utføring                    40        122
utføringa                   29         59
utførleg                    31         67
utg                          96        391
utgangen                     35         76
utganspunkt                  32         82
utganspunktet                19         49
utgave                       49        138
utgiftene                    36         98
utgifter                     49        138
utgitt                       57        135
utgjer                      705       1618
utgjera                      21         62
utgjere                      79        184
utgjeve                      27         70
utgjeven                     21         42
utgjevinga                   17         54
utgreiing                    91        216
utgreiinga                   38        117
utgreiingar                  41        102
utgåva                      65        149
utgåve                     119        305
utgåver                     27         57
utheva                       17         32
utheving                     33         91
uti                          22         57
utifrå                     245        972
utilgjengeleg                23         51
utilsikta                    23         46
utilstrekkeleg               21         48
utjamning                    26         68
utkanten                     34         59
utkast                       51        145
utkastet                     25        160
utland                       22         39
utlandet                    103        278
utleia                       31         67
utleie                       24         56
utlendingar                  28         87
utlevere                     15         20
utlevert                     20         47
utløp                       18         35
utløysande                  25         45
utløyse                     28         64
utløyser                    41         87
utløyst                     30         59
utløyste                    31         57
utmerka                      21         39
utmerkar                     20         34
utnemnd                      16         40
utnytta                     115        296
utnyttar                     40         76
utnytte                      96        206
utnytting                    52        138
utnyttinga                   18         40
utopisk                      15         37
utpeika                      19         45
utprega                      42         84
utprøving                   31        105
utpå                        19         52
utredning                    34         84
utrekna                      23         60
utrekning                    18         75
utrekninga                   20         53
utrekningar                  16         34
utruleg                      42         92
utrygg                       21         71
utrygge                      26         65
utryggleik                   19         64
utrykk                       60        160
utsagn                       48        128
utsagnet                     30         71
utsegn                      195        472
utsegna                     140        358
utsegnene                    69        172
utsegner                    109        339
utsegnet                     22         64
utsending                    17         42
utsetja                      16         33
utsetje                      17         41
utsetjing                    15         29
utsida                       60        132
utsikt                       15         41
utsiktene                    15         27
utsikter                     17         31
utsjånad                    50        118
utsjånaden                  29         65
utslag                      211        479
utslaget                     16         30
utslagsgjevande              15         32
utslepp                      24        265
utsletta                     19         25
utsnitt                      34        126
utspel                       25         62
utspela                      21         35
utspelar                     34         91
utspring                     70        132
utstilling                   16         41
utstrakt                     44         92
utstrekning                  46        106
utstrekt                     22         42
utstyrt                      42         73
utsyn                        31         97
uttala                       91        307
uttalar                      75        215
uttale                      137        416
uttalen                      29        105
uttaler                      57        157
uttaling                     18         39
uttalingar                   16         45
uttalt                      144        350
uttalte                     129        328
uttrykke                    124        374
uttrykkeleg                  23         92
uttrykker                   150        513
uttrykkja                    32        169
uttrykkje                    76        234
uttrykkjer                  178        563
uttrykksform                 16         36
uttrykksformer               21         45
uttrykksmåtar               19         41
uttrykt                     242        585
uttrykte                    154        406
uttømmande                  29         77
utval                       426       1146
utvald                       18         33
utvalde                     134        274
utvalet                     361       1292
utvalgte                     19         44
utvalte                      31         94
utveg                        21         36
utveksla                     19         37
utveksle                     19         33
utveksling                   57        142
utveljing                    34         91
utveljinga                   26         44
utvendig                     20         52
utvida                      393       1046
utvidar                      50         87
utvidast                     21         37
utvide                      137        279
utvidet                      19         29
utviding                     90        189
utvidinga                    36        118
utviklande                   17         46
utviklar                    297        803
utviklast                    54        100
utviklingshemming            17        116
utviklingsnivå              15         32
utviklingsprosess            16         68
utviklingsprosessen          15         51
utviklingssona               18         46
utviklingstrekk              33         86
utvikling”                 17         31
utvilsamt                    30         66
utviska                      15         21
utvist                       16         30
utydeleg                     26         53
utydelege                    15         31
ut»                         15         28
utøva                       34         76
utøvande                    46        165
utøvar                      52        313
utøvarane                   18         85
utøvarar                    24        101
utøvaren                    26        100
utøvd                       28         46
utøve                       89        222
utøver                      58        112
utøving                     57        153
utøvinga                    39         85
ut”                        30         50
uunngåeleg                  33         72
uvanleg                     153        308
uvanlege                     27         69
uvant                        15         21
uventa                      100        227
uvesentleg                   21         33
uviktig                      17         31
uvilje                       20         47
uviss                        22         49
uvissa                       30         68
uvisse                       65        194
uvisst                       73        317
uvitande                     18         34
uvurderleg                   24         37
uønska                      36         88
va                           78        721
vad                          25         78
vag                          25         46
vage                         37         73
vagt                         34         57
vakna                        19         35
vaknar                       17         40
vakne                        16         34
vaks                        109        261
vakse                       107        258
vaksen                      123        425
vaksne                      423       1822
vakt                         24         45
vakuum                       23         48
val                         929       2455
vala                        135        338
vald                        247        910
valde                       422       1085
valdeleg                     17         39
valdelege                    22         60
valdres                      25        136
valfridom                    30         96
valide                       33         69
validering                   16         43
validitet                   205       1005
validiteten                  93        328
valkampen                    19        311
valle                        15        161
valt                        812       1922
valte                        86        327
vanar                        24         48
vand                         16         31
vande                        42         87
vandra                       15         35
vandrar                      24         74
vandring                     16         37
vaner                        19         39
vanleg                     1084       2311
vanlegare                    41         90
vanlegaste                   92        228
vanlege                     439        931
vanlegvis                   259        599
vanligvis                    29         52
vanskane                    117        482
vanskar                     414       1919
vanske                       34        137
vanskeleg                  2368       4782
vanskelegare                294        624
vanskelegaste                17         33
vanskelege                  276        546
vansken                      27        189
vansker                      15         33
varar                        25         51
variabel                     80        326
variabelen                   77        530
variablane                  103        604
variablar                   124        508
variantane                   41        183
variantar                   100        314
varianten                    57        235
variasjon                   272        827
variasjonane                 43         91
variasjonar                 150        340
variasjonen                 111        327
variera                      37        105
varierande                  173        334
varierar                     58        171
variere                     151        346
varierer                    224        528
variert                     101        208
varierte                    138        393
varig                        70        161
varige                       50        134
varigheit                    28         61
varmen                       21         43
varsam                       45         89
varsame                      19         33
varsel                       32         88
varsemd                      25         48
varsla                       39        101
vaska                        23         56
vaske                        18         32
vassdrag                     16        143
vatn                        149        608
vatnet                       68        250
ve                           50        335
vedeler                      32        173
vederlag                     15         49
vedgår                      23         44
vedkjem                      24         52
vedkomande                   71        225
vedkommande                  84        245
vedkommende                  41        110
vedlagt                      29         55
vedlegg                     610       2472
vedlikehald                  40         89
vedlikehalde                 17         30
vedrørande                  50        142
vedtek                       18         31
vedteke                      68        218
vedteken                     39        111
vedtekne                     34         68
vedtektene                   18        150
vedtekter                    26        158
vedvarande                   60        143
veg                         642       1390
vega                         16         36
vegane                       18         42
vegar                       126        291
vege                         35         77
vegen                       723       1757
vegg                         24         61
veggane                      15         36
veggar                       20         44
veggen                       55        148
vegleiar                     15         23
vegne                       100        225
vegner                       34        113
vegrar                       16         26
veikskap                     25         46
veiledar                     16         40
veileder                     31         70
veiledning                   39        116
veka                        107        371
veke                        140        486
vekene                       37        129
veker                       148        399
vekk                        403        913
vekka                        15         44
vekke                        76        183
vekker                       34         84
vekkjer                      34         72
veks                        138        333
veksande                     51        109
vekse                        56        120
vekselverknad                21         46
vekselvis                    15         26
veksla                       32         74
vekslande                    30         47
vekslar                      93        237
veksle                       24         39
veksling                     40        104
vekslinga                    21         51
vekte                        45         98
vektlagd                     20         49
vektlagt                    121        296
vektlegg                    153        452
vektlegge                    25         54
vektlegging                 105        286
vektlegginga                 58        149
vektleggje                   16         30
veleigna                     24         45
velferd                      50        153
velferdsstaten               31         76
velfungerande                44         87
velja                       116        465
veljarane                    28        163
veljarar                     21         96
veljast                      29         64
velje                       347        858
velkjend                     15         22
velkjende                    25         36
velkjent                     25         74
velkjente                    19         45
velkomen                     20         37
velkommen                    19         38
vell                         16         43
vellukka                    108        276
vellykka                     35         79
velstand                     25         63
velståande                  32         87
velvilje                     44        129
velvillig                    17         28
velvære                     22        112
ven                          65        179
venda                        34         89
vende                       131        292
vendepunkt                   34        101
vendinga                     25         61
vendingar                    32         59
vendt                        52        105
vendte                       21         57
venene                       24        109
vener                       150        470
venleg                       26         49
venninne                     16         32
vennleg                      18         30
vennskap                     24        101
venskap                      35        179
venstreparti                 17         49
venstresida                  37        155
ventar                      113        284
venteleg                     21         67
ver                          42        143
vera                       3562      12156
verande                     108        279
verba                        32        134
verbale                      75        236
verbalt                      53        197
verbet                       57        363
verd                        242        558
verda                       875       2642
verdas                       46        102
verdens                      56        136
verdiane                    162        447
verdiar                     488       1474
verdifull                    77        148
verdifulle                   55        102
verdifullt                   44         83
verdig                       43         79
verdige                      17         38
verdigheit                   15         46
verdigrunnlag                23         48
verdiskaping                 16         54
verdisyn                     16         38
verdsbilete                  27         79
verdset                      23         44
verdsett                     54        120
verdsette                    28         50
verdskrig                    64        262
verdskrigen                  51        133
verdslege                    27        144
verdt                       199        444
vere                      10481      24581
veremåte                    19         48
veret                        20         79
verk                        405       1132
verka                       368        948
verkar                      833       2053
verke                       340        783
verkeleg                    297        635
verkelege                   108        235
verkelegheit                 16         71
verkelegheita                42        190
verkemiddel                 223        659
verkemidla                   52        148
verken                      374        809
verker                       33        114
verket                      157        695
verknad                     143        325
verknadane                   26         56
verknadar                    20         62
verknaden                    71        148
verknadene                   23         59
verknader                    55        171
verks                        38         80
verksam                      16         32
verksame                     17         34
verksemd                    211        562
verksemda                   124        414
verksemdene                  16         58
verksemder                   45        173
verkty                       58        186
verktøy                    191        544
verktøya                    19         39
verktøyet                   34         60
verlag                       33        102
vern                        135        507
verna                        66        256
vernar                       22         65
verne                       109        292
vernet                       28        131
vers                         46        430
verset                       21        188
versjonane                   19         87
versjonar                    46        127
vert                       8218      22707
verta                       217       1021
verte                       522       1995
vertikal                     35         90
vertikale                    36         96
vertikalt                    21         48
verv                         23         75
verva                        20         91
vesen                        93        307
vesentleg                   342        852
vesentlege                  124        279
vesentlig                    48        101
vesentlige                   20         38
vesten                       56        191
vesteuropa                   27         67
vesteuropeiske               15         40
vestfold                     30        103
vestlandet                   59        159
vestleg                      87        226
vestlege                    155        477
vestlige                     21         43
vestover                     15         61
vestre                       36        307
vete                         15         43
vetlesen                     17        184
vev                          28         60
vevd                         19         31
veven                        15         28
vg                           80        831
vidar                        24         92
vidare                     4727       9254
vidareformidla               23         37
vidareføre                  36         81
vidarefører                 20         32
vidareføring                72        146
vidareført                  66        141
vidaregåande               204       1322
vidareutdanning              24        112
vidareutvikla                45         90
vidareutvikle                27         63
vidareutvikling              39         81
videoopptak                  19         68
